"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","484240","","","","0"
"2007-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","490715","","","","0"
"2007-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","501643","","","","0"
"2008-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","502043","","","","0"
"2008-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","502329","","","","0"
"2008-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","503278","","","","0"
"2008-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","498819","","","","0"
"2009-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","498529","","","","0"
"2009-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","503462","","","","0"
"2009-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","509147","","","","0"
"2009-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","512788","","","","0"
"2010-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","518617","","","","0"
"2010-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","526178","","","","0"
"2010-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","528467","","","","0"
"2010-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","534100","","","","0"
"2011-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","537924","","","","0"
"2011-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","540944","","","","0"
"2011-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","542532","","","","0"
"2011-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","544983","","","","0"
"2012-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","548996","","","","0"
"2012-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","551332","","","","0"
"2012-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","555212","","","","0"
"2012-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","558140","","","","0"
"2013-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","561035","","","","0"
"2013-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","565534","","","","0"
"2013-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","567988","","","","0"
"2013-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","570269","","","","0"
"2014-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","573617","","","","0"
"2014-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","578096","","","","0"
"2014-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","581936","","","","0"
"2014-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","586435","","","","0"
"2015-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","588551","","","","0"
"2015-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","591942","","","","0"
"2015-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","594002","","","","0"
"2015-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","597671","","","","0"
"2016-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","597031","","","","0"
"2016-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","601679","","","","0"
"2016-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","608041","","","","0"
"2016-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","611480","","","","0"
"2017-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","616070","","","","0"
"2017-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","621007","","","","0"
"2017-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","629053","","","","0"
"2017-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","633260","","","","0"
"2018-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","636482","","","","0"
"2018-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","640262","","","","0"
"2018-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","643918","","","","0"
"2018-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","644533","","","","0"
"2019-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","648619","","","","0"
"2019-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","649724","","","","0"
"2019-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","654815","","","","0"
"2019-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","662719","","","","0"
"2020-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","651840","","","","0"
"2020-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","529605","","","","0"
"2020-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","581695","","","","0"
"2020-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","585661","","","","0"
"2021-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","589108","","","","0"
"2021-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","597389","","","","0"
"2021-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","638416","","","","0"
"2021-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","644714","","","","0"
"2022-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","646558","","","","0"
"2022-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","673209","","","","0"
"2022-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","680610","","","","0"
"2022-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Services","Dollars","81","millions","6","v62305729","1.1.1.7","682731","","","","0"
"1961-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","2796","","","","0"
"1961-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","2924","","","","0"
"1961-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","3020","","","","0"
"1961-10","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","3048","","","","0"
"1962-01","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","3144","","","","0"
"1962-04","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","3300","","","","0"
"1962-07","Canada","2016A000011124","Chained (2012) dollars","Seasonally adjusted at annual rates","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62305730","1.1.1.8","3460","","","","0"
